method,runs,mean_final_accuracy,std_final_accuracy,mean_final_loss,std_final_loss,mean_final_params,std_final_params,mean_first_final_topology_generation,std_first_final_topology_generation,mean_first_majority_topology_generation,std_first_majority_topology_generation,mean_final_topology_share,std_final_topology_share,mean_crossover_shape_match_rate,std_crossover_shape_match_rate,mean_crossover_shape_match_events,std_crossover_shape_match_events,mean_crossover_shape_match_layers,std_crossover_shape_match_layers,mean_crossover_shape_mismatch_rate,std_crossover_shape_mismatch_rate,mean_crossover_shape_mismatch_events,std_crossover_shape_mismatch_events,mean_crossover_shape_mismatch_layers,std_crossover_shape_mismatch_layers,most_common_final_topology,most_common_final_topology_count
svd_crossover_same_dim,100,0.8055833333333332,0.04658244062718146,0.6894151831081146,0.14335497137363898,1956.92,925.1992597830103,107.29,110.44110775806388,188.31,132.27158279903364,0.5415000000000001,0.3290677833830077,0.6235175410312267,0.03934276776524221,1778.51,117.15167540630843,3144.56,381.4806697778295,0.34102956754338337,0.06183440598577286,972.34,175.63341183708567,1750.79,414.83608287679806,64-10,24
