method,run,seed,generation,best_loss,best_accuracy,best_params,best_topology,most_common_topology,most_common_topology_share,unique_topologies,final_topology_share
svd_crossover_same_dim,0,0,171,1.1148376055404958,0.6416666666666667,2410,64-32-10,64-32-10,0.45,4,0.0
svd_crossover_same_dim,0,0,172,1.114837608235039,0.6416666666666667,2260,64-30-10,64-32-10,0.55,7,0.05
svd_crossover_same_dim,0,0,173,1.114837608235039,0.6416666666666667,2260,64-30-10,64-32-10,0.5,6,0.05
svd_crossover_same_dim,0,0,174,1.114837608235039,0.6416666666666667,2260,64-30-10,64-32-10,0.6,5,0.1
svd_crossover_same_dim,0,0,175,1.1044845755157866,0.65,2410,64-32-10,64-31-10,0.55,5,0.05
svd_crossover_same_dim,0,0,176,1.1044845985984744,0.65,2260,64-30-10,64-31-10,0.45,4,0.0
svd_crossover_same_dim,0,0,177,1.1044845985984744,0.65,2260,64-30-10,64-31-10,0.75,3,0.0
svd_crossover_same_dim,0,0,178,1.1044845985984744,0.65,2260,64-30-10,64-31-10,0.75,5,0.05
svd_crossover_same_dim,0,0,179,1.1044845985984744,0.65,2260,64-30-10,64-31-10,0.8,4,0.0
svd_crossover_same_dim,0,0,180,1.0941673751292749,0.65,2335,64-31-10,64-31-10,0.65,5,0.1
svd_crossover_same_dim,0,0,181,1.0916311293408723,0.65,2260,64-30-10,64-31-10,0.6,5,0.15
svd_crossover_same_dim,0,0,182,1.0916311293408723,0.65,2260,64-30-10,64-31-10,0.55,4,0.15
svd_crossover_same_dim,0,0,183,1.0916311293408723,0.65,2260,64-30-10,64-31-10,0.5,5,0.05
svd_crossover_same_dim,0,0,184,1.0840540458841903,0.6527777777777778,2260,64-30-10,64-30-10,0.7,2,0.0
svd_crossover_same_dim,0,0,185,1.0840540458841903,0.6527777777777778,2260,64-30-10,64-30-10,0.6,7,0.05
svd_crossover_same_dim,0,0,186,1.0840540458841903,0.6527777777777778,2260,64-30-10,64-30-10,0.85,4,0.05
svd_crossover_same_dim,0,0,187,1.0840540458841903,0.6527777777777778,2260,64-30-10,64-30-10,0.95,2,0.0
svd_crossover_same_dim,0,0,188,1.0723364971297689,0.6583333333333333,2260,64-30-10,64-30-10,0.85,4,0.05
svd_crossover_same_dim,0,0,189,1.074254098501138,0.6638888888888889,650,64-10,64-30-10,0.6,5,0.2
svd_crossover_same_dim,0,0,190,1.074254098501138,0.6638888888888889,650,64-10,64-10,0.35,4,0.35
svd_crossover_same_dim,0,0,191,1.074254098501138,0.6638888888888889,650,64-10,64-10,0.8,2,0.8
svd_crossover_same_dim,0,0,192,1.074254098501138,0.6638888888888889,650,64-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,193,1.074254098501138,0.6638888888888889,650,64-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,194,1.074254098501138,0.6638888888888889,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,195,1.074254098501138,0.6638888888888889,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,196,1.0647932828973128,0.6694444444444444,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,197,1.0647932828973128,0.6694444444444444,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,198,1.0647932828973128,0.6694444444444444,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,199,1.0647932828973128,0.6694444444444444,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,200,1.0647932828973128,0.6694444444444444,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,201,1.0647932828973128,0.6694444444444444,650,64-10,64-10,0.9,2,0.9
svd_crossover_same_dim,0,0,202,1.0647932828973128,0.6694444444444444,650,64-10,64-10,0.9,2,0.9
svd_crossover_same_dim,0,0,203,1.0548175550791572,0.6777777777777778,2785,64-37-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,204,1.0548095346612538,0.6722222222222223,650,64-10,64-10,0.75,3,0.75
svd_crossover_same_dim,0,0,205,1.0548095346612538,0.6722222222222223,650,64-10,64-10,0.85,2,0.85
svd_crossover_same_dim,0,0,206,1.0548095346612538,0.6722222222222223,650,64-10,64-10,0.75,2,0.75
svd_crossover_same_dim,0,0,207,1.0548095346612538,0.6722222222222223,650,64-10,64-10,0.8,2,0.8
svd_crossover_same_dim,0,0,208,1.0548095346612538,0.6722222222222223,650,64-10,64-10,0.9,2,0.9
svd_crossover_same_dim,0,0,209,1.0548095346612538,0.6722222222222223,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,210,1.0548095346612538,0.6722222222222223,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,211,1.0548095346612538,0.6722222222222223,650,64-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,212,1.0548095346612538,0.6722222222222223,650,64-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,213,1.0548095346612538,0.6722222222222223,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,214,1.0444482433375128,0.675,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,215,1.0444482433375128,0.675,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,216,1.0444482433375128,0.675,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,217,1.0444482433375128,0.675,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,218,1.0444482433375128,0.675,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,219,1.0444482433375128,0.675,650,64-10,64-10,0.9,2,0.9
svd_crossover_same_dim,0,0,220,1.0444482433375128,0.675,650,64-10,64-10,0.85,2,0.85
svd_crossover_same_dim,0,0,221,1.0444482433375128,0.675,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,222,1.0444482433375128,0.675,650,64-10,64-10,0.85,2,0.85
svd_crossover_same_dim,0,0,223,1.0444482433375128,0.675,650,64-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,224,1.0444482433375128,0.675,650,64-10,64-10,0.9,2,0.9
svd_crossover_same_dim,0,0,225,1.0343794622589615,0.6833333333333333,650,64-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,226,1.0343794622589615,0.6833333333333333,650,64-10,64-10,0.9,2,0.9
svd_crossover_same_dim,0,0,227,1.0343794622589615,0.6833333333333333,650,64-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,228,1.0343794622589615,0.6833333333333333,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,229,1.0343794622589615,0.6833333333333333,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,230,1.0343794622589615,0.6833333333333333,650,64-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,231,1.0343794622589615,0.6833333333333333,650,64-10,64-10,0.95,2,0.95
svd_crossover_same_dim,0,0,232,1.0343794622589615,0.6833333333333333,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,233,1.0343794622589615,0.6833333333333333,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,234,1.0343794622589615,0.6833333333333333,650,64-10,64-10,1.0,1,1.0
svd_crossover_same_dim,0,0,235,1.0246659638838598,0.6916666666666667,650,64-10,64-10,0.9,2,0.9
