method,runs,mean_final_accuracy,std_final_accuracy,mean_final_loss,std_final_loss,mean_final_params,std_final_params,mean_first_final_topology_generation,std_first_final_topology_generation,mean_first_majority_topology_generation,std_first_majority_topology_generation,mean_final_topology_share,std_final_topology_share,mean_crossover_shape_match_rate,std_crossover_shape_match_rate,mean_crossover_shape_match_events,std_crossover_shape_match_events,mean_crossover_shape_match_layers,std_crossover_shape_match_layers,mean_crossover_shape_mismatch_rate,std_crossover_shape_mismatch_rate,mean_crossover_shape_mismatch_events,std_crossover_shape_mismatch_events,mean_crossover_shape_mismatch_layers,std_crossover_shape_mismatch_layers,most_common_final_topology,most_common_final_topology_count
svd_crossover_same_dim,100,0.803861111111111,0.04617474784793417,0.6920052349826904,0.14248462098382517,2024.08,925.0856982414705,106.66,118.64199777635085,185.15,131.89553373098656,0.596,0.3209581614699047,0.6100221413552033,0.04036780797762919,2435.74,160.0324853385598,4327.4,532.8000932750851,0.34285211446156727,0.05638702229658719,1369.22,226.22575566290527,2432.63,529.7588484157178,64-10,23
