method,run,seed,crossover_rate,crossover_rate_final,allow_shape_mismatch_crossover,crossover_attempts,crossover_shape_match_events,crossover_shape_match_layers,crossover_shape_match_rate,crossover_shape_mismatch_events,crossover_shape_mismatch_layers,crossover_shape_mismatch_rate,final_loss,final_accuracy,final_params,final_topology,final_topology_share,most_common_topology,most_common_topology_share,first_final_topology_generation,first_majority_topology_generation,wall_seconds
svd_crossover_same_dim,0,0,0.7,,False,3968,2258,4434,0.5690524193548387,1614,3071,0.4067540322580645,0.68174521628661,0.7861111111111111,2560,64-34-10,0.25,64-34-22-10,0.45,43,49,62.750703700003214
svd_crossover_same_dim,1,1,0.7,,False,3993,2499,4549,0.6258452291510143,1265,2230,0.3168044077134986,0.5540294961240404,0.8527777777777777,2785,64-37-10,0.95,64-37-10,0.95,1,283,60.01401569999871
svd_crossover_same_dim,2,2,0.7,,False,3984,2343,4582,0.5881024096385542,1573,2820,0.39482931726907633,0.7643589655056682,0.7805555555555556,2635,64-35-10,0.35,64-34-10,0.6,24,52,60.01026759999513
svd_crossover_same_dim,3,3,0.7,,False,4000,2261,3633,0.56525,1439,2442,0.35975,0.8145750926177558,0.7888888888888889,650,64-10,1.0,64-10,1.0,1,1,56.80443099999684
svd_crossover_same_dim,4,4,0.7,,False,3964,2304,3662,0.5812310797174571,1472,2318,0.3713420787083754,0.6436186924681382,0.8361111111111111,3519,64-37-23-10,0.1,64-10,0.85,14,301,56.71332249999978
svd_crossover_same_dim,5,5,0.7,,False,4015,2782,5304,0.6929016189290161,1558,3040,0.3880448318804483,0.6846132232771494,0.7833333333333333,2047,64-21-21-10,0.65,64-21-21-10,0.65,245,299,60.44558619999589
svd_crossover_same_dim,6,6,0.7,,False,4030,2729,3486,0.6771712158808934,833,1277,0.2066997518610422,0.9144625831976817,0.8,650,64-10,1.0,64-10,1.0,1,1,52.41206500000408
svd_crossover_same_dim,7,7,0.7,,False,4006,2400,4691,0.5991013479780329,1645,2901,0.4106340489266101,0.5544272219812778,0.8333333333333334,2260,64-30-10,0.45,64-30-10,0.45,248,301,60.27508020000096
svd_crossover_same_dim,8,8,0.7,,False,3957,2606,5066,0.6585797321202932,1184,2107,0.29921657821582004,0.5738212202550881,0.8305555555555556,2410,64-32-10,0.75,64-32-10,0.75,226,285,60.78048380000109
svd_crossover_same_dim,9,9,0.7,,False,3994,2353,4484,0.5891337005508263,1529,2835,0.3828242363545318,0.614584101593021,0.8277777777777777,1885,64-25-10,0.95,64-25-10,0.95,141,289,60.320960999997624
svd_crossover_same_dim,10,10,0.7,,False,4047,2312,4396,0.571287373362985,1588,2748,0.3923894242648876,0.8436005477241844,0.7972222222222223,1660,64-22-10,0.7,64-22-10,0.7,60,295,58.22681939999893
svd_crossover_same_dim,11,11,0.7,,False,3996,2296,3903,0.5745745745745746,1166,2093,0.29179179179179177,0.7749487417195082,0.8694444444444445,650,64-10,0.95,64-10,0.95,1,1,55.3730515999996
svd_crossover_same_dim,12,12,0.7,,False,4024,2412,3902,0.5994035785288271,1181,2031,0.29348906560636184,0.7847164527480304,0.7666666666666667,650,64-10,0.2,64-35-10,0.3,1,1,55.7429642000061
svd_crossover_same_dim,13,13,0.7,,False,3958,2360,4190,0.5962607377463366,1429,2569,0.3610409297625063,0.5438510881742862,0.8694444444444445,2335,64-31-10,0.1,64-30-10,0.4,236,293,59.41177549999702
svd_crossover_same_dim,14,14,0.7,,False,3957,2414,3521,0.610058124842052,1076,1619,0.27192317412180944,0.9345689157648441,0.7333333333333333,3010,64-40-10,0.9,64-40-10,0.9,283,289,54.092926099998294
svd_crossover_same_dim,15,15,0.7,,False,3926,2293,4351,0.5840550178298523,1444,2605,0.36780438104941415,0.6139792166527989,0.7972222222222223,1885,64-25-10,0.8,64-25-10,0.8,44,283,59.80728430000454
svd_crossover_same_dim,16,16,0.7,,False,3965,2472,4138,0.6234552332912988,1372,2335,0.34602774274905423,0.5742362640211308,0.8416666666666667,2260,64-30-10,0.9,64-30-10,0.9,256,293,58.58000549999997
svd_crossover_same_dim,17,17,0.7,,False,3994,2398,3865,0.600400600901352,1349,2356,0.33775663495242864,0.6648162798547248,0.8194444444444444,650,64-10,0.9,64-10,0.9,1,1,57.597868600001675
svd_crossover_same_dim,18,18,0.7,,False,3944,2592,4527,0.6572008113590264,1186,2011,0.30070993914807304,0.4349474392677193,0.8944444444444445,2710,64-36-10,0.75,64-36-10,0.75,35,77,60.107306900004914
svd_crossover_same_dim,19,19,0.7,,False,3989,2381,4151,0.5968914514916019,1203,2102,0.3015793431937829,0.7041057680852243,0.8083333333333333,2860,64-38-10,0.85,64-38-10,0.85,3,289,57.624226899999485
svd_crossover_same_dim,20,20,0.7,,False,3989,2550,4218,0.6392579593883179,1291,2140,0.3236400100275758,0.8145688304783039,0.7583333333333333,650,64-10,1.0,64-10,1.0,1,1,56.617617700001574
svd_crossover_same_dim,21,21,0.7,,False,3967,2298,4263,0.579279052180489,1620,2869,0.4083690446180993,0.7349466076863177,0.7444444444444445,1960,64-26-10,0.95,64-26-10,0.95,224,233,58.82831749999605
svd_crossover_same_dim,22,22,0.7,,False,3979,2321,4048,0.5833123900477507,1292,2174,0.32470469967328475,0.8645197334113254,0.7305555555555555,650,64-10,1.0,64-10,1.0,1,1,56.30652260000352
svd_crossover_same_dim,23,23,0.7,,False,4053,2588,5032,0.6385393535652603,1538,2767,0.3794719960523069,0.5634642850347176,0.8222222222222222,2560,64-34-10,0.65,64-34-10,0.65,12,50,61.41611730000295
svd_crossover_same_dim,24,24,0.7,,False,3970,2536,4124,0.6387909319899244,1205,2106,0.3035264483627204,0.6345235282483489,0.8111111111111111,2485,64-33-10,0.85,64-33-10,0.85,232,236,57.449209899998095
svd_crossover_same_dim,25,25,0.7,,False,4026,2243,3720,0.5571286636860407,1476,2458,0.36661698956780925,0.7338765327897276,0.7694444444444445,650,64-10,0.25,64-36-10,0.3,1,1,56.99746349999623
svd_crossover_same_dim,26,26,0.7,,False,3949,2280,4348,0.577361357305647,1600,2955,0.4051658647758926,0.5921354770193966,0.8361111111111111,2335,64-31-10,0.2,64-32-10,0.55,279,301,61.04753239999991
svd_crossover_same_dim,27,27,0.7,,False,3967,2283,4107,0.575497857322914,1302,2283,0.32820771363750945,0.9447914712713819,0.7333333333333333,2035,64-27-10,0.25,64-28-10,0.7,277,301,58.86899999999878
svd_crossover_same_dim,28,28,0.7,,False,4021,2758,5471,0.6858990300920169,1253,2232,0.31161402636160157,0.414287039457241,0.8888888888888888,2935,64-39-10,0.75,64-39-10,0.75,221,238,62.78299210000114
svd_crossover_same_dim,29,29,0.7,,False,4043,2229,3732,0.5513232747959436,1443,2410,0.35691318327974275,0.7847429021012775,0.7833333333333333,2865,64-31-20-10,0.1,64-31-10,0.85,289,301,58.97213499999634
svd_crossover_same_dim,30,30,0.7,,False,4005,2266,4568,0.565792759051186,1759,3303,0.43920099875156055,0.5406262892986322,0.8555555555555555,2935,64-39-10,0.1,64-40-10,0.45,21,133,62.677139499995974
svd_crossover_same_dim,31,31,0.7,,False,3987,2181,4195,0.547027840481565,1568,2874,0.39327815400050165,0.6732059134413015,0.8027777777777778,3795,64-39-25-10,0.05,64-40-25-10,0.55,278,301,59.38177379999979
