method,runs,mean_final_accuracy,std_final_accuracy,mean_final_loss,std_final_loss,mean_final_params,std_final_params,mean_first_final_topology_generation,std_first_final_topology_generation,mean_first_majority_topology_generation,std_first_majority_topology_generation,mean_final_topology_share,std_final_topology_share,mean_crossover_shape_match_rate,std_crossover_shape_match_rate,mean_crossover_shape_match_events,std_crossover_shape_match_events,mean_crossover_shape_match_layers,std_crossover_shape_match_layers,mean_crossover_shape_mismatch_rate,std_crossover_shape_mismatch_rate,mean_crossover_shape_mismatch_events,std_crossover_shape_mismatch_events,mean_crossover_shape_mismatch_layers,std_crossover_shape_mismatch_layers,most_common_final_topology,most_common_final_topology_count
svd_crossover_same_dim,100,0.7962500000000002,0.048002848293822536,0.7008583332228789,0.14508537733746957,1638.78,797.476557775851,97.23,106.90096001685508,175.02,132.84676218192985,0.6115,0.31613631825080096,0.6075894736842105,0.03499833218103245,3463.26,199.49049343188503,6003.67,696.8551442159282,0.33363157894736845,0.05409452705443304,1901.7,308.3388042102683,3353.6,712.4000124773847,64-10,30
