method,run,seed,generation,best_loss,best_accuracy,best_params,best_topology,most_common_topology,most_common_topology_share,unique_topologies,final_topology_share
svd_crossover_same_dim,28,28,56,1.5216927822930026,0.5222222222222223,3205,64-35-20-10,64-36-20-10,0.25,8,0.0
svd_crossover_same_dim,28,28,57,1.5143008919521215,0.5222222222222223,3290,64-36-20-10,64-36-21-10,0.25,10,0.0
svd_crossover_same_dim,28,28,58,1.5073551531721685,0.5305555555555556,1585,64-21-10,64-36-20-10,0.2,11,0.0
svd_crossover_same_dim,28,28,59,1.501933299304539,0.5333333333333333,1585,64-21-10,64-21-10,0.25,10,0.0
svd_crossover_same_dim,28,28,60,1.494480470364379,0.5361111111111111,1510,64-20-10,64-21-10,0.25,9,0.0
svd_crossover_same_dim,28,28,61,1.494480470364379,0.5361111111111111,1510,64-20-10,64-20-10,0.4,7,0.0
svd_crossover_same_dim,28,28,62,1.48357640063433,0.55,1510,64-20-10,64-20-10,0.8,5,0.0
svd_crossover_same_dim,28,28,63,1.48357640063433,0.55,1510,64-20-10,64-20-10,0.8,2,0.0
svd_crossover_same_dim,28,28,64,1.473198086340451,0.5444444444444444,1435,64-19-10,64-20-10,0.7,5,0.0
svd_crossover_same_dim,28,28,65,1.473198086340451,0.5444444444444444,1435,64-19-10,64-20-10,0.7,3,0.0
svd_crossover_same_dim,28,28,66,1.4632204422194466,0.5472222222222223,1435,64-19-10,64-19-10,0.65,3,0.0
svd_crossover_same_dim,28,28,67,1.4632204422194466,0.5472222222222223,1435,64-19-10,64-19-10,0.55,3,0.0
svd_crossover_same_dim,28,28,68,1.4535407740832131,0.5555555555555556,1435,64-19-10,64-19-10,0.7,5,0.0
svd_crossover_same_dim,28,28,69,1.4501143279026385,0.5555555555555556,1360,64-18-10,64-19-10,0.55,6,0.0
svd_crossover_same_dim,28,28,70,1.4423038725026365,0.5555555555555556,1435,64-19-10,64-19-10,0.65,4,0.0
svd_crossover_same_dim,28,28,71,1.4317056616606618,0.5694444444444444,1435,64-19-10,64-19-10,0.55,7,0.0
svd_crossover_same_dim,28,28,72,1.4317056616606618,0.5694444444444444,1435,64-19-10,64-19-10,0.45,7,0.0
svd_crossover_same_dim,28,28,73,1.4237226958944282,0.5444444444444444,1360,64-18-10,64-19-10,0.45,4,0.0
svd_crossover_same_dim,28,28,74,1.4237226958944282,0.5444444444444444,1360,64-18-10,64-20-10,0.25,6,0.0
svd_crossover_same_dim,28,28,75,1.4149400579232487,0.5527777777777778,1360,64-18-10,64-19-10,0.3,7,0.0
svd_crossover_same_dim,28,28,76,1.403719081116402,0.5611111111111111,3235,64-43-10,64-20-10,0.25,8,0.0
svd_crossover_same_dim,28,28,77,1.4032846768805163,0.5666666666666667,1435,64-19-10,64-20-10,0.25,11,0.0
svd_crossover_same_dim,28,28,78,1.3925559755180137,0.5694444444444444,3235,64-43-10,64-43-10,0.25,9,0.0
svd_crossover_same_dim,28,28,79,1.3849798988329212,0.5722222222222222,3939,64-43-21-10,64-43-10,0.3,9,0.0
svd_crossover_same_dim,28,28,80,1.3849798988329212,0.5722222222222222,3939,64-43-21-10,64-43-10,0.5,7,0.0
svd_crossover_same_dim,28,28,81,1.3747214161609245,0.5722222222222222,3310,64-44-10,64-43-21-10,0.3,7,0.0
svd_crossover_same_dim,28,28,82,1.3724718143286754,0.5722222222222222,1585,64-21-10,64-44-10,0.25,7,0.0
svd_crossover_same_dim,28,28,83,1.3640945105037594,0.575,3235,64-43-10,64-21-10,0.25,8,0.0
svd_crossover_same_dim,28,28,84,1.3646850912242712,0.5777777777777777,1585,64-21-10,64-43-10,0.35,5,0.0
svd_crossover_same_dim,28,28,85,1.3516964524063118,0.5777777777777777,3853,64-42-21-10,64-21-10,0.45,6,0.0
svd_crossover_same_dim,28,28,86,1.3516964524063118,0.5777777777777777,3853,64-42-21-10,64-21-10,0.6,2,0.0
svd_crossover_same_dim,28,28,87,1.3427263769611462,0.5777777777777777,3800,64-42-20-10,64-42-21-10,0.5,4,0.0
svd_crossover_same_dim,28,28,88,1.3406801034197693,0.5833333333333334,1585,64-21-10,64-42-21-10,0.4,5,0.0
svd_crossover_same_dim,28,28,89,1.3323206631347568,0.5805555555555556,3160,64-42-10,64-21-10,0.3,5,0.0
svd_crossover_same_dim,28,28,90,1.334993869815991,0.5888888888888889,1510,64-20-10,64-42-21-10,0.35,8,0.0
svd_crossover_same_dim,28,28,91,1.3219012215339623,0.5805555555555556,3160,64-42-10,64-21-10,0.35,8,0.0
svd_crossover_same_dim,28,28,92,1.317458079262255,0.5972222222222222,3085,64-41-10,64-42-10,0.45,7,0.0
svd_crossover_same_dim,28,28,93,1.3130819533595717,0.5972222222222222,3160,64-42-10,64-42-10,0.7,5,0.0
svd_crossover_same_dim,28,28,94,1.303305254183629,0.5861111111111111,3767,64-41-21-10,64-42-10,0.7,5,0.0
svd_crossover_same_dim,28,28,95,1.3044184524488147,0.6083333333333333,3160,64-42-10,64-42-10,0.7,5,0.0
svd_crossover_same_dim,28,28,96,1.3041435789460585,0.6,3085,64-41-10,64-42-10,0.6,7,0.0
svd_crossover_same_dim,28,28,97,1.293173206358435,0.6083333333333333,4209,64-43-26-10,64-42-10,0.55,4,0.0
svd_crossover_same_dim,28,28,98,1.2932409351449645,0.5972222222222222,3160,64-42-10,64-42-10,0.3,8,0.0
svd_crossover_same_dim,28,28,99,1.281863911972798,0.6055555555555555,4209,64-43-26-10,64-42-10,0.35,6,0.0
svd_crossover_same_dim,28,28,100,1.2846378804568537,0.6,3160,64-42-10,64-42-10,0.65,5,0.0
svd_crossover_same_dim,28,28,101,1.2708267123574049,0.6055555555555555,4209,64-43-26-10,64-42-10,0.5,7,0.0
svd_crossover_same_dim,28,28,102,1.2724968486084267,0.6,4118,64-42-26-10,64-42-26-10,0.25,7,0.0
svd_crossover_same_dim,28,28,103,1.2563461213507348,0.5916666666666667,4027,64-41-26-10,64-42-26-10,0.3,8,0.0
svd_crossover_same_dim,28,28,104,1.2516519321868285,0.5805555555555556,4027,64-41-26-10,64-41-26-10,0.2,8,0.0
svd_crossover_same_dim,28,28,105,1.1596899918807593,0.5722222222222222,4079,64-41-27-10,64-41-26-10,0.5,6,0.0
svd_crossover_same_dim,28,28,106,1.1438282728876565,0.5722222222222222,4027,64-41-26-10,64-41-26-10,0.5,7,0.0
svd_crossover_same_dim,28,28,107,1.130578759438885,0.5888888888888889,4027,64-41-26-10,64-41-26-10,0.35,6,0.0
svd_crossover_same_dim,28,28,108,1.119490036917972,0.5944444444444444,4027,64-41-26-10,64-41-26-10,0.55,7,0.0
svd_crossover_same_dim,28,28,109,1.1099835123785178,0.6,4027,64-41-26-10,64-41-26-10,0.6,8,0.0
svd_crossover_same_dim,28,28,110,1.1019092034564757,0.6055555555555555,4027,64-41-26-10,64-41-26-10,0.7,6,0.0
svd_crossover_same_dim,28,28,111,1.0689020220076038,0.6,4027,64-41-26-10,64-41-26-10,0.5,8,0.0
svd_crossover_same_dim,28,28,112,1.0585909643242282,0.6083333333333333,4027,64-41-26-10,64-41-26-10,0.5,9,0.0
svd_crossover_same_dim,28,28,113,1.0547680929806704,0.6083333333333333,3085,64-41-10,64-41-26-10,0.4,8,0.0
svd_crossover_same_dim,28,28,114,1.0257977563792833,0.6277777777777778,4027,64-41-26-10,64-41-26-10,0.35,7,0.0
svd_crossover_same_dim,28,28,115,1.0204148852246624,0.6277777777777778,4027,64-41-26-10,64-41-26-10,0.35,8,0.0
svd_crossover_same_dim,28,28,116,1.0204148852246624,0.6277777777777778,4027,64-41-26-10,64-41-26-10,0.4,4,0.0
svd_crossover_same_dim,28,28,117,1.0014351312118857,0.6361111111111111,4027,64-41-26-10,64-41-26-10,0.45,5,0.0
svd_crossover_same_dim,28,28,118,1.0008184685644523,0.6388888888888888,3975,64-41-25-10,64-41-26-10,0.35,9,0.0
svd_crossover_same_dim,28,28,119,0.9829810565789575,0.6388888888888888,3975,64-41-25-10,64-41-25-10,0.45,7,0.0
svd_crossover_same_dim,28,28,120,0.9829810565789575,0.6388888888888888,3975,64-41-25-10,64-41-27-10,0.2,11,0.0
svd_crossover_same_dim,28,28,121,0.9838106563696964,0.6305555555555555,3885,64-40-25-10,64-41-25-10,0.55,5,0.0
svd_crossover_same_dim,28,28,122,0.9823172472862508,0.6333333333333333,3010,64-40-10,64-41-25-10,0.55,5,0.0
svd_crossover_same_dim,28,28,123,0.9550141601401189,0.6638888888888889,3975,64-41-25-10,64-41-25-10,0.5,7,0.0
svd_crossover_same_dim,28,28,124,0.9550141601401189,0.6638888888888889,3975,64-41-25-10,64-41-25-10,0.25,8,0.0
svd_crossover_same_dim,28,28,125,0.9484639425435416,0.6666666666666666,3975,64-41-25-10,64-41-25-10,0.3,9,0.0
svd_crossover_same_dim,28,28,126,0.9424845582235036,0.6722222222222223,3975,64-41-25-10,64-41-25-10,0.65,5,0.0
svd_crossover_same_dim,28,28,127,0.9367205968855984,0.675,3085,64-41-10,64-41-25-10,0.55,6,0.0
svd_crossover_same_dim,28,28,128,0.9322707229343337,0.6805555555555556,3085,64-41-10,64-41-25-10,0.5,4,0.0
svd_crossover_same_dim,28,28,129,0.9277908345174309,0.6805555555555556,3010,64-40-10,64-41-25-10,0.4,8,0.0
svd_crossover_same_dim,28,28,130,0.9233598887974319,0.6833333333333333,3010,64-40-10,64-41-25-10,0.3,8,0.0
svd_crossover_same_dim,28,28,131,0.9233598887974319,0.6833333333333333,3010,64-40-10,64-41-25-10,0.45,8,0.0
svd_crossover_same_dim,28,28,132,0.9145607482731938,0.6833333333333333,3923,64-41-24-10,64-41-25-10,0.5,5,0.0
svd_crossover_same_dim,28,28,133,0.9145607482731938,0.6833333333333333,3923,64-41-24-10,64-41-25-10,0.65,5,0.0
svd_crossover_same_dim,28,28,134,0.9145607482731938,0.6833333333333333,3923,64-41-24-10,64-41-25-10,0.55,5,0.0
svd_crossover_same_dim,28,28,135,0.9035724497477332,0.6833333333333333,3923,64-41-24-10,64-41-24-10,0.5,7,0.0
svd_crossover_same_dim,28,28,136,0.9011642925428809,0.6861111111111111,3834,64-40-24-10,64-41-24-10,0.3,7,0.0
svd_crossover_same_dim,28,28,137,0.9011642925428809,0.6861111111111111,3834,64-40-24-10,64-41-24-10,0.5,7,0.0
svd_crossover_same_dim,28,28,138,0.8938169347802762,0.6888888888888889,3923,64-41-24-10,64-41-24-10,0.75,4,0.0
svd_crossover_same_dim,28,28,139,0.8907644713043741,0.6916666666666667,3885,64-40-25-10,64-41-24-10,0.75,5,0.0
svd_crossover_same_dim,28,28,140,0.8907644713043741,0.6916666666666667,3885,64-40-25-10,64-41-24-10,0.7,6,0.0
svd_crossover_same_dim,28,28,141,0.8848621835831559,0.7,3923,64-41-24-10,64-41-24-10,0.75,5,0.0
svd_crossover_same_dim,28,28,142,0.8821907952567606,0.7,3834,64-40-24-10,64-41-24-10,0.65,4,0.0
svd_crossover_same_dim,28,28,143,0.8821907952567606,0.7,3834,64-40-24-10,64-41-24-10,0.7,5,0.0
svd_crossover_same_dim,28,28,144,0.8821907952567606,0.7,3834,64-40-24-10,64-41-24-10,0.45,5,0.0
svd_crossover_same_dim,28,28,145,0.8732159734236501,0.7083333333333334,3834,64-40-24-10,64-40-24-10,0.55,6,0.0
svd_crossover_same_dim,28,28,146,0.8726147104502516,0.7111111111111111,3745,64-39-24-10,64-40-24-10,0.7,5,0.0
svd_crossover_same_dim,28,28,147,0.8726147104502516,0.7111111111111111,3745,64-39-24-10,64-40-24-10,0.4,7,0.0
svd_crossover_same_dim,28,28,148,0.8728377180371371,0.7055555555555556,2935,64-39-10,64-40-24-10,0.3,8,0.0
svd_crossover_same_dim,28,28,149,0.8728377180371371,0.7055555555555556,2935,64-39-10,64-40-23-10,0.25,8,0.0
svd_crossover_same_dim,28,28,150,0.8643954311002997,0.7027777777777777,3783,64-40-23-10,64-39-24-10,0.5,7,0.0
svd_crossover_same_dim,28,28,151,0.8636689514407462,0.7138888888888889,3695,64-39-23-10,64-40-23-10,0.4,8,0.0
svd_crossover_same_dim,28,28,152,0.8636689514407462,0.7138888888888889,3695,64-39-23-10,64-40-23-10,0.4,6,0.0
svd_crossover_same_dim,28,28,153,0.8611492763164607,0.7083333333333334,2935,64-39-10,64-39-24-10,0.45,5,0.0
svd_crossover_same_dim,28,28,154,0.8611492763164607,0.7083333333333334,2935,64-39-10,64-39-24-10,0.35,7,0.0
svd_crossover_same_dim,28,28,155,0.8540265479084898,0.7055555555555556,3783,64-40-23-10,64-39-10,0.3,9,0.0
svd_crossover_same_dim,28,28,156,0.8540812175266802,0.7166666666666667,2935,64-39-10,64-39-10,0.45,5,0.0
svd_crossover_same_dim,28,28,157,0.8540812175266802,0.7166666666666667,2935,64-39-10,64-39-10,0.7,5,0.0
svd_crossover_same_dim,28,28,158,0.8540812175266802,0.7166666666666667,2935,64-39-10,64-39-10,0.75,4,0.0
svd_crossover_same_dim,28,28,159,0.8540812175266802,0.7166666666666667,2935,64-39-10,64-39-10,0.75,5,0.0
svd_crossover_same_dim,28,28,160,0.8540812175266802,0.7166666666666667,2935,64-39-10,64-39-10,0.9,3,0.0
svd_crossover_same_dim,28,28,161,0.8433178115046362,0.7222222222222222,2935,64-39-10,64-39-10,0.8,5,0.0
svd_crossover_same_dim,28,28,162,0.8433178115046362,0.7222222222222222,2935,64-39-10,64-39-10,0.8,4,0.0
svd_crossover_same_dim,28,28,163,0.8341425650972866,0.7305555555555555,2935,64-39-10,64-39-10,0.8,4,0.0
svd_crossover_same_dim,28,28,164,0.8344933240096813,0.7222222222222222,2860,64-38-10,64-39-10,0.6,6,0.0
svd_crossover_same_dim,28,28,165,0.8344933240096813,0.7222222222222222,2860,64-38-10,64-39-10,0.65,3,0.0
svd_crossover_same_dim,28,28,166,0.8344933240096813,0.7222222222222222,2860,64-38-10,64-39-10,0.6,4,0.0
svd_crossover_same_dim,28,28,167,0.8344933240096813,0.7222222222222222,2860,64-38-10,64-39-10,0.45,4,0.0
svd_crossover_same_dim,28,28,168,0.8344933240096813,0.7222222222222222,2860,64-38-10,64-38-10,0.55,4,0.0
svd_crossover_same_dim,28,28,169,0.8304336596278518,0.7222222222222222,2785,64-37-10,64-38-10,0.6,4,0.0
svd_crossover_same_dim,28,28,170,0.8304336596278518,0.7222222222222222,2785,64-37-10,64-37-10,0.35,5,0.0
svd_crossover_same_dim,28,28,171,0.8243746021791147,0.725,2785,64-37-10,64-37-10,0.4,6,0.0
svd_crossover_same_dim,28,28,172,0.8243746021791147,0.725,2785,64-37-10,64-37-10,0.65,4,0.0
svd_crossover_same_dim,28,28,173,0.8243746021791147,0.725,2785,64-37-10,64-37-10,0.6,4,0.0
svd_crossover_same_dim,28,28,174,0.8176966191885467,0.7277777777777777,2710,64-36-10,64-37-10,0.4,7,0.0
svd_crossover_same_dim,28,28,175,0.8146692358538756,0.7277777777777777,3431,64-36-23-10,64-37-10,0.55,7,0.0
svd_crossover_same_dim,28,28,176,0.8134406174396875,0.7277777777777777,2710,64-36-10,64-37-10,0.55,4,0.0
svd_crossover_same_dim,28,28,177,0.8134406174396875,0.7277777777777777,2710,64-36-10,64-36-10,0.4,6,0.0
svd_crossover_same_dim,28,28,178,0.8134406174396875,0.7277777777777777,2710,64-36-10,64-36-10,0.6,6,0.0
svd_crossover_same_dim,28,28,179,0.8074455840520725,0.7333333333333333,2635,64-35-10,64-36-10,0.7,4,0.0
svd_crossover_same_dim,28,28,180,0.8048875630338171,0.7361111111111112,3431,64-36-23-10,64-36-10,0.6,5,0.0
svd_crossover_same_dim,28,28,181,0.8034858144115817,0.7361111111111112,2635,64-35-10,64-35-10,0.4,5,0.0
svd_crossover_same_dim,28,28,182,0.8034858144115817,0.7361111111111112,2635,64-35-10,64-35-10,0.8,4,0.0
svd_crossover_same_dim,28,28,183,0.8034858144115817,0.7361111111111112,2635,64-35-10,64-35-10,0.8,5,0.0
svd_crossover_same_dim,28,28,184,0.8034858144115817,0.7361111111111112,2635,64-35-10,64-35-10,0.75,3,0.0
svd_crossover_same_dim,28,28,185,0.7989280867262601,0.7361111111111112,2560,64-34-10,64-35-10,0.85,3,0.0
svd_crossover_same_dim,28,28,186,0.7938280791580946,0.7388888888888889,2635,64-35-10,64-35-10,0.45,5,0.0
svd_crossover_same_dim,28,28,187,0.7917802185976981,0.7416666666666667,2560,64-34-10,64-35-10,0.45,4,0.0
svd_crossover_same_dim,28,28,188,0.7917802185976981,0.7416666666666667,2560,64-34-10,64-35-10,0.5,6,0.0
svd_crossover_same_dim,28,28,189,0.7917802185976981,0.7416666666666667,2560,64-34-10,64-35-10,0.55,5,0.0
svd_crossover_same_dim,28,28,190,0.7917802185976981,0.7416666666666667,2560,64-34-10,64-34-10,0.35,5,0.0
svd_crossover_same_dim,28,28,191,0.7841973129901829,0.7444444444444445,2560,64-34-10,64-34-10,0.55,3,0.0
svd_crossover_same_dim,28,28,192,0.7841973129901829,0.7444444444444445,2560,64-34-10,64-34-10,0.45,4,0.0
svd_crossover_same_dim,28,28,193,0.7841973129901829,0.7444444444444445,2560,64-34-10,64-34-10,0.75,3,0.0
svd_crossover_same_dim,28,28,194,0.7819918546353682,0.75,2485,64-33-10,64-34-10,0.75,5,0.0
svd_crossover_same_dim,28,28,195,0.7819918546353682,0.75,2485,64-33-10,64-34-10,0.55,4,0.0
svd_crossover_same_dim,28,28,196,0.7819918546353682,0.75,2485,64-33-10,64-33-10,0.4,3,0.0
svd_crossover_same_dim,28,28,197,0.7739242228806167,0.7611111111111111,2560,64-34-10,64-33-10,0.45,4,0.0
svd_crossover_same_dim,28,28,198,0.7741168562753764,0.7583333333333333,2485,64-33-10,64-33-10,0.4,4,0.0
svd_crossover_same_dim,28,28,199,0.7741168562753764,0.7583333333333333,2485,64-33-10,64-33-10,0.35,6,0.0
svd_crossover_same_dim,28,28,200,0.7741168562753764,0.7583333333333333,2485,64-33-10,64-33-10,0.45,5,0.0
svd_crossover_same_dim,28,28,201,0.7741168562753764,0.7583333333333333,2485,64-33-10,64-33-10,0.8,4,0.0
svd_crossover_same_dim,28,28,202,0.7741168562753764,0.7583333333333333,2485,64-33-10,64-33-10,0.7,4,0.0
svd_crossover_same_dim,28,28,203,0.7621139787537919,0.7694444444444445,2485,64-33-10,64-33-10,0.75,5,0.0
svd_crossover_same_dim,28,28,204,0.7621139787537919,0.7694444444444445,2485,64-33-10,64-33-10,0.75,5,0.0
svd_crossover_same_dim,28,28,205,0.7621139787537919,0.7694444444444445,2485,64-33-10,64-33-10,0.8,3,0.0
svd_crossover_same_dim,28,28,206,0.7538202781331892,0.7777777777777778,3079,64-33-21-10,64-33-10,0.5,5,0.0
svd_crossover_same_dim,28,28,207,0.7538202781331892,0.7777777777777778,3079,64-33-21-10,64-33-10,0.55,5,0.0
svd_crossover_same_dim,28,28,208,0.7547612963761269,0.775,2485,64-33-10,64-33-10,0.4,4,0.0
svd_crossover_same_dim,28,28,209,0.7547612963761269,0.775,2485,64-33-10,64-33-10,0.5,5,0.0
svd_crossover_same_dim,28,28,210,0.7449954421043692,0.7805555555555556,3079,64-33-21-10,64-33-21-10,0.45,7,0.0
svd_crossover_same_dim,28,28,211,0.7449954421043692,0.7805555555555556,3079,64-33-21-10,64-33-21-10,0.3,6,0.0
svd_crossover_same_dim,28,28,212,0.7449954421043692,0.7805555555555556,3079,64-33-21-10,64-33-10,0.35,7,0.0
svd_crossover_same_dim,28,28,213,0.7449954421043692,0.7805555555555556,3079,64-33-21-10,64-33-10,0.4,11,0.0
svd_crossover_same_dim,28,28,214,0.7426649379287238,0.775,2410,64-32-10,64-33-21-10,0.35,9,0.0
svd_crossover_same_dim,28,28,215,0.7426649379287238,0.775,2410,64-32-10,64-33-21-10,0.3,8,0.0
svd_crossover_same_dim,28,28,216,0.7426649379287238,0.775,2410,64-32-10,64-33-21-10,0.3,8,0.05
svd_crossover_same_dim,28,28,217,0.7426649379287238,0.775,2410,64-32-10,64-33-22-10,0.25,7,0.0
svd_crossover_same_dim,28,28,218,0.7416274839480961,0.7777777777777778,2335,64-31-10,64-33-10,0.3,6,0.1
svd_crossover_same_dim,28,28,219,0.733997269495277,0.7777777777777778,2485,64-33-10,64-31-10,0.4,6,0.4
svd_crossover_same_dim,28,28,220,0.733997269495277,0.7777777777777778,2485,64-33-10,64-31-10,0.55,6,0.55
svd_crossover_same_dim,28,28,221,0.7347535684442199,0.7833333333333333,2410,64-32-10,64-31-10,0.45,5,0.45
svd_crossover_same_dim,28,28,222,0.7338500780065846,0.7888888888888889,2335,64-31-10,64-33-10,0.45,6,0.1
svd_crossover_same_dim,28,28,223,0.7338500780065846,0.7888888888888889,2335,64-31-10,64-32-10,0.45,5,0.35
svd_crossover_same_dim,28,28,224,0.7304316070382283,0.7916666666666666,2260,64-30-10,64-31-10,0.55,5,0.55
svd_crossover_same_dim,28,28,225,0.7304316070382283,0.7916666666666666,2260,64-30-10,64-31-10,0.45,4,0.45
svd_crossover_same_dim,28,28,226,0.7307456328577742,0.8,2185,64-29-10,64-30-10,0.45,4,0.4
svd_crossover_same_dim,28,28,227,0.7307456328577742,0.8,2185,64-29-10,64-30-10,0.45,5,0.35
svd_crossover_same_dim,28,28,228,0.7241927699248453,0.7916666666666666,2260,64-30-10,64-30-10,0.75,4,0.15
svd_crossover_same_dim,28,28,229,0.7241927699248453,0.7916666666666666,2260,64-30-10,64-30-10,0.7,4,0.1
svd_crossover_same_dim,28,28,230,0.7241927699248453,0.7916666666666666,2260,64-30-10,64-30-10,0.9,3,0.0
svd_crossover_same_dim,28,28,231,0.7200418576239804,0.7944444444444444,2185,64-29-10,64-30-10,0.7,4,0.1
svd_crossover_same_dim,28,28,232,0.7200418576239804,0.7944444444444444,2185,64-29-10,64-30-10,0.65,4,0.05
svd_crossover_same_dim,28,28,233,0.7200418576239804,0.7944444444444444,2185,64-29-10,64-29-10,0.55,3,0.1
svd_crossover_same_dim,28,28,234,0.7200418576239804,0.7944444444444444,2185,64-29-10,64-29-10,0.5,5,0.0
svd_crossover_same_dim,28,28,235,0.7148521897235903,0.7972222222222223,2185,64-29-10,64-29-10,0.5,3,0.0
svd_crossover_same_dim,28,28,236,0.7148521897235903,0.7972222222222223,2185,64-29-10,64-29-10,0.6,4,0.0
svd_crossover_same_dim,28,28,237,0.7148521897235903,0.7972222222222223,2185,64-29-10,64-29-10,0.45,6,0.0
svd_crossover_same_dim,28,28,238,0.7148521897235903,0.7972222222222223,2185,64-29-10,64-29-10,0.75,3,0.0
svd_crossover_same_dim,28,28,239,0.7148521897235903,0.7972222222222223,2185,64-29-10,64-29-10,0.6,4,0.0
svd_crossover_same_dim,28,28,240,0.7148521897235903,0.7972222222222223,2185,64-29-10,64-29-10,0.7,3,0.0
svd_crossover_same_dim,28,28,241,0.7027718275420327,0.8,2185,64-29-10,64-29-10,0.75,4,0.0
svd_crossover_same_dim,28,28,242,0.7027718275420327,0.8,2185,64-29-10,64-29-10,0.85,3,0.0
svd_crossover_same_dim,28,28,243,0.7027718275420327,0.8,2185,64-29-10,64-29-10,0.95,2,0.0
svd_crossover_same_dim,28,28,244,0.7027718275420327,0.8,2185,64-29-10,64-29-10,0.95,2,0.0
svd_crossover_same_dim,28,28,245,0.6949291834365194,0.8,2185,64-29-10,64-29-10,1.0,1,0.0
svd_crossover_same_dim,28,28,246,0.6949291834365194,0.8,2185,64-29-10,64-29-10,1.0,1,0.0
svd_crossover_same_dim,28,28,247,0.6949291834365194,0.8,2185,64-29-10,64-29-10,0.95,2,0.0
svd_crossover_same_dim,28,28,248,0.6949291834365194,0.8,2185,64-29-10,64-29-10,0.75,3,0.0
svd_crossover_same_dim,28,28,249,0.6949291834365194,0.8,2185,64-29-10,64-29-10,0.5,4,0.0
svd_crossover_same_dim,28,28,250,0.6949291834365194,0.8,2185,64-29-10,64-29-10,0.55,4,0.05
svd_crossover_same_dim,28,28,251,0.6949291834365194,0.8,2185,64-29-10,64-29-10,0.5,4,0.05
svd_crossover_same_dim,28,28,252,0.6847290045837862,0.8,2185,64-29-10,64-29-10,0.75,4,0.0
svd_crossover_same_dim,28,28,253,0.6847290045837862,0.8,2185,64-29-10,64-29-10,0.85,3,0.0
svd_crossover_same_dim,28,28,254,0.6847290045837862,0.8,2185,64-29-10,64-29-10,0.8,3,0.0
svd_crossover_same_dim,28,28,255,0.6847290045837862,0.8,2185,64-29-10,64-29-10,0.75,2,0.0
svd_crossover_same_dim,28,28,256,0.6847290045837862,0.8,2185,64-29-10,64-29-10,0.65,4,0.0
svd_crossover_same_dim,28,28,257,0.6847290045837862,0.8,2185,64-29-10,64-29-10,0.65,4,0.0
svd_crossover_same_dim,28,28,258,0.6847290045837862,0.8,2185,64-29-10,64-29-10,0.75,5,0.05
svd_crossover_same_dim,28,28,259,0.6847290045837862,0.8,2185,64-29-10,64-29-10,0.75,4,0.1
svd_crossover_same_dim,28,28,260,0.6745685057039442,0.8,2335,64-31-10,64-29-10,0.75,2,0.25
svd_crossover_same_dim,28,28,261,0.6745685057039442,0.8,2335,64-31-10,64-29-10,0.55,3,0.3
svd_crossover_same_dim,28,28,262,0.6745685057039442,0.8,2335,64-31-10,64-31-10,0.45,5,0.45
svd_crossover_same_dim,28,28,263,0.6745685057039442,0.8,2335,64-31-10,64-31-10,0.7,4,0.7
svd_crossover_same_dim,28,28,264,0.6745685057039442,0.8,2335,64-31-10,64-31-10,0.7,5,0.7
svd_crossover_same_dim,28,28,265,0.6745685057039442,0.8,2335,64-31-10,64-31-10,0.65,4,0.65
svd_crossover_same_dim,28,28,266,0.6707839002070457,0.8027777777777778,2260,64-30-10,64-31-10,0.7,6,0.7
svd_crossover_same_dim,28,28,267,0.6707839002070457,0.8027777777777778,2260,64-30-10,64-31-10,0.65,4,0.65
svd_crossover_same_dim,28,28,268,0.6707839002070457,0.8027777777777778,2260,64-30-10,64-31-10,0.75,3,0.75
svd_crossover_same_dim,28,28,269,0.6707839002070457,0.8027777777777778,2260,64-30-10,64-30-10,0.45,3,0.45
svd_crossover_same_dim,28,28,270,0.6692859542345316,0.8,2185,64-29-10,64-30-10,0.65,4,0.2
svd_crossover_same_dim,28,28,271,0.6644547073577002,0.8111111111111111,2865,64-31-20-10,64-30-10,0.45,5,0.15
svd_crossover_same_dim,28,28,272,0.6644547073577002,0.8111111111111111,2865,64-31-20-10,64-29-10,0.4,5,0.15
svd_crossover_same_dim,28,28,273,0.6635993951908252,0.8111111111111111,2335,64-31-10,64-31-20-10,0.35,5,0.05
svd_crossover_same_dim,28,28,274,0.6645515270231304,0.8083333333333333,2260,64-30-10,64-31-20-10,0.5,5,0.2
svd_crossover_same_dim,28,28,275,0.6642796140024307,0.8055555555555556,2185,64-29-10,64-31-20-10,0.35,9,0.25
svd_crossover_same_dim,28,28,276,0.6642796140024307,0.8055555555555556,2185,64-29-10,64-31-10,0.3,9,0.3
svd_crossover_same_dim,28,28,277,0.6642796140024307,0.8055555555555556,2185,64-29-10,64-31-10,0.3,8,0.3
svd_crossover_same_dim,28,28,278,0.6642796140024307,0.8055555555555556,2185,64-29-10,64-29-10,0.25,7,0.25
svd_crossover_same_dim,28,28,279,0.6642796140024307,0.8055555555555556,2185,64-29-10,64-29-10,0.3,5,0.25
svd_crossover_same_dim,28,28,280,0.6624804449206647,0.8083333333333333,2110,64-28-10,64-29-10,0.4,6,0.15
svd_crossover_same_dim,28,28,281,0.6624804449206647,0.8083333333333333,2110,64-28-10,64-30-10,0.5,6,0.1
svd_crossover_same_dim,28,28,282,0.6624804449206647,0.8083333333333333,2110,64-28-10,64-30-10,0.5,6,0.1
svd_crossover_same_dim,28,28,283,0.6545411831459172,0.8111111111111111,2410,64-32-10,64-30-10,0.6,5,0.0
