method,run,seed,crossover_rate,crossover_rate_final,allow_shape_mismatch_crossover,crossover_attempts,crossover_shape_match_events,crossover_shape_match_layers,crossover_shape_match_rate,crossover_shape_mismatch_events,crossover_shape_mismatch_layers,crossover_shape_mismatch_rate,final_loss,final_accuracy,final_params,final_topology,final_topology_share,most_common_topology,most_common_topology_share,first_final_topology_generation,first_majority_topology_generation,wall_seconds
no_crossover,46,46,0.0,,False,0,0,0,0.0,0,0,0.0,0.7785759363856102,0.7944444444444444,2785,64-37-10,0.05,64-37-23-10,0.55,2,72,54.58078680000108
no_crossover,47,47,0.0,,False,0,0,0,0.0,0,0,0.0,0.771541317349604,0.825,1360,64-18-10,0.2,64-19-10,0.65,182,249,56.05631899999935
no_crossover,48,48,0.0,,False,0,0,0,0.0,0,0,0.0,0.6349890807844294,0.8027777777777778,2485,64-33-10,0.2,64-33-20-10,0.5,127,301,58.993561899998895
no_crossover,49,49,0.0,,False,0,0,0,0.0,0,0,0.0,0.7328933657727447,0.825,1660,64-22-10,0.15,64-24-10,0.45,93,301,55.36320590000105
no_crossover,50,50,0.0,,False,0,0,0,0.0,0,0,0.0,0.6244311159878788,0.8194444444444444,1810,64-24-10,0.05,64-24-19-10,0.45,98,301,59.14183580000099
no_crossover,51,51,0.0,,False,0,0,0,0.0,0,0,0.0,0.674593375687194,0.8277777777777777,1660,64-22-10,0.6,64-22-10,0.6,23,27,56.2547040999998
no_crossover,52,52,0.0,,False,0,0,0,0.0,0,0,0.0,0.6241013224772152,0.8194444444444444,2649,64-28-21-10,0.55,64-28-21-10,0.55,270,293,56.68257170000288
no_crossover,53,53,0.0,,False,0,0,0,0.0,0,0,0.0,0.6437565712060367,0.8166666666666667,2185,64-29-10,0.45,64-30-10,0.5,298,301,58.749539399999776
no_crossover,54,54,0.0,,False,0,0,0,0.0,0,0,0.0,0.8747198172066305,0.7666666666666667,3519,64-37-23-10,0.2,64-38-10,0.25,77,301,55.621034800002235
no_crossover,55,55,0.0,,False,0,0,0,0.0,0,0,0.0,0.6741756358912959,0.8361111111111111,1060,64-14-10,0.75,64-14-10,0.75,165,284,57.30877580000015
no_crossover,56,56,0.0,,False,0,0,0,0.0,0,0,0.0,0.7947979317864978,0.7722222222222223,2485,64-33-10,0.45,64-33-10,0.45,121,301,53.12329800000225
no_crossover,57,57,0.0,,False,0,0,0,0.0,0,0,0.0,0.6286311894742697,0.8277777777777777,1960,64-26-10,0.15,64-27-10,0.75,286,295,57.24613319999844
no_crossover,58,58,0.0,,False,0,0,0,0.0,0,0,0.0,0.5936804641708074,0.8305555555555556,3035,64-33-20-10,0.65,64-33-20-10,0.65,265,300,59.175191400001495
no_crossover,59,59,0.0,,False,0,0,0,0.0,0,0,0.0,0.8718434272780734,0.7333333333333333,3343,64-35-23-10,0.05,64-37-23-10,0.7,77,301,55.45079919999989
no_crossover,60,60,0.0,,False,0,0,0,0.0,0,0,0.0,0.5818163649832808,0.8416666666666667,2635,64-35-10,0.4,64-35-10,0.4,51,60,58.56822579999789
no_crossover,61,61,0.0,,False,0,0,0,0.0,0,0,0.0,0.8741991526015385,0.7666666666666667,3656,64-38-24-10,0.8,64-38-24-10,0.8,226,297,54.23203429999921
no_crossover,62,62,0.0,,False,0,0,0,0.0,0,0,0.0,0.7739033485720925,0.8361111111111111,2305,64-24-21-10,0.3,64-24-21-10,0.3,291,301,54.86837309999828
no_crossover,63,63,0.0,,False,0,0,0,0.0,0,0,0.0,0.7042357766640677,0.8333333333333334,1585,64-21-10,0.2,64-42-21-10,0.4,87,205,56.540166700000555
no_crossover,64,64,0.0,,False,0,0,0,0.0,0,0,0.0,0.7948208785141849,0.8305555555555556,1435,64-19-10,0.95,64-19-10,0.95,87,95,54.933839699999226
no_crossover,65,65,0.0,,False,0,0,0,0.0,0,0,0.0,0.6347426534062736,0.8111111111111111,1585,64-21-10,0.85,64-21-10,0.85,56,104,57.102811000000656
no_crossover,66,66,0.0,,False,0,0,0,0.0,0,0,0.0,0.7840215527170571,0.7666666666666667,1585,64-21-10,0.75,64-21-10,0.75,90,285,56.30712399999902
no_crossover,67,67,0.0,,False,0,0,0,0.0,0,0,0.0,0.8545018793937801,0.775,2410,64-32-10,0.7,64-32-10,0.7,57,65,57.245376699996996
no_crossover,68,68,0.0,,False,0,0,0,0.0,0,0,0.0,0.6830527070111666,0.8194444444444444,2151,64-23-19-10,0.7,64-23-19-10,0.7,276,299,55.99679280000055
no_crossover,69,69,0.0,,False,0,0,0,0.0,0,0,0.0,0.7142086937257782,0.7972222222222223,1810,64-24-10,0.4,64-24-10,0.4,89,284,57.18292289999954
no_crossover,70,70,0.0,,False,0,0,0,0.0,0,0,0.0,0.7339838759664908,0.8527777777777777,1735,64-23-10,0.15,64-24-10,0.6,33,35,55.91136089999782
no_crossover,71,71,0.0,,False,0,0,0,0.0,0,0,0.0,0.7142799727826356,0.8555555555555555,2688,64-28-22-10,0.4,64-28-22-10,0.4,284,297,58.29634670000087
no_crossover,72,72,0.0,,False,0,0,0,0.0,0,0,0.0,0.6437837591354136,0.8555555555555555,2335,64-31-10,0.75,64-31-10,0.75,78,83,56.826149699998496
no_crossover,73,73,0.0,,False,0,0,0,0.0,0,0,0.0,0.6839651301323255,0.8138888888888889,2785,64-37-10,0.05,64-10,0.95,1,224,55.16534809999939
no_crossover,74,74,0.0,,False,0,0,0,0.0,0,0,0.0,0.6148687908196196,0.8527777777777777,2260,64-30-10,0.85,64-30-10,0.85,282,291,59.28203710000162
no_crossover,75,75,0.0,,False,0,0,0,0.0,0,0,0.0,0.7032361110951287,0.7972222222222223,3528,64-40-18-10,0.55,64-40-18-10,0.55,267,300,59.8213594000008
no_crossover,76,76,0.0,,False,0,0,0,0.0,0,0,0.0,0.6730601178342649,0.8194444444444444,3085,64-41-10,0.75,64-41-10,0.75,245,299,59.580354999998235
no_crossover,77,77,0.0,,False,0,0,0,0.0,0,0,0.0,0.581103609851074,0.875,2410,64-32-10,0.1,64-33-10,0.6,146,301,59.23693590000039
no_crossover,78,78,0.0,,False,0,0,0,0.0,0,0,0.0,0.7749410671057398,0.8166666666666667,3210,64-34-22-10,0.05,64-34-10,0.65,32,301,56.71953809999832
no_crossover,79,79,0.0,,False,0,0,0,0.0,0,0,0.0,0.5142193316399398,0.8472222222222222,2635,64-35-10,0.8,64-35-10,0.8,20,34,60.91214899999977
no_crossover,80,80,0.0,,False,0,0,0,0.0,0,0,0.0,0.7447680453660646,0.8722222222222222,650,64-10,1.0,64-10,1.0,1,1,55.39125520000016
no_crossover,81,81,0.0,,False,0,0,0,0.0,0,0,0.0,0.5040905707233562,0.875,1370,64-14-18-10,0.55,64-14-18-10,0.55,263,293,57.65544939999745
no_crossover,82,82,0.0,,False,0,0,0,0.0,0,0,0.0,0.7237882736229431,0.7805555555555556,2335,64-31-10,0.35,64-31-20-10,0.45,255,279,56.56720300000234
no_crossover,83,83,0.0,,False,0,0,0,0.0,0,0,0.0,0.7747770180645497,0.7722222222222223,650,64-10,0.9,64-10,0.9,1,1,55.51588139999876
no_crossover,84,84,0.0,,False,0,0,0,0.0,0,0,0.0,0.8425190551382744,0.75,2185,64-29-10,0.2,64-30-10,0.65,294,301,57.27873859999818
no_crossover,85,85,0.0,,False,0,0,0,0.0,0,0,0.0,0.8044117727049723,0.8055555555555556,2710,64-36-10,0.2,64-37-10,0.65,9,284,57.96373130000211
no_crossover,86,86,0.0,,False,0,0,0,0.0,0,0,0.0,0.8540907451054661,0.7944444444444444,1660,64-22-10,0.5,64-22-10,0.5,55,57,55.06319189999704
no_crossover,87,87,0.0,,False,0,0,0,0.0,0,0,0.0,0.674975151248181,0.7972222222222223,650,64-10,1.0,64-10,1.0,1,1,56.62417160000041
no_crossover,88,88,0.0,,False,0,0,0,0.0,0,0,0.0,0.5501770347794133,0.8416666666666667,1731,64-18-19-10,0.1,64-19-19-10,0.55,300,301,58.70421749999878
no_crossover,89,89,0.0,,False,0,0,0,0.0,0,0,0.0,0.654884983793613,0.8361111111111111,4165,64-41-21-19-10,0.1,64-19-19-10,0.4,266,301,57.51172030000089
no_crossover,90,90,0.0,,False,0,0,0,0.0,0,0,0.0,0.666375009278182,0.8333333333333334,2260,64-30-10,0.1,64-31-10,0.75,295,301,58.531985699999495
no_crossover,91,91,0.0,,False,0,0,0,0.0,0,0,0.0,0.543068146966244,0.8722222222222222,2735,64-29-21-10,0.25,64-28-21-10,0.45,254,257,59.96421279999777
no_crossover,92,92,0.0,,False,0,0,0,0.0,0,0,0.0,0.7649932727685259,0.8055555555555556,650,64-10,0.9,64-10,0.9,1,1,55.554703199999494
no_crossover,93,93,0.0,,False,0,0,0,0.0,0,0,0.0,0.683812110188293,0.8333333333333334,1660,64-22-10,0.8,64-22-10,0.8,40,83,55.78859790000206
no_crossover,94,94,0.0,,False,0,0,0,0.0,0,0,0.0,0.7285830607813233,0.8055555555555556,2560,64-34-10,0.1,64-35-10,0.9,63,301,55.58340650000173
no_crossover,95,95,0.0,,False,0,0,0,0.0,0,0,0.0,0.8546603387307595,0.8305555555555556,3085,64-41-10,0.6,64-41-10,0.6,285,294,53.22615919999953
no_crossover,96,96,0.0,,False,0,0,0,0.0,0,0,0.0,0.7144511514446155,0.8277777777777777,2410,64-32-10,0.25,64-33-10,0.3,131,280,56.404419899998175
no_crossover,97,97,0.0,,False,0,0,0,0.0,0,0,0.0,0.8529260037984406,0.7944444444444444,1810,64-24-10,0.25,64-24-24-10,0.3,9,12,51.96528000000035
no_crossover,98,98,0.0,,False,0,0,0,0.0,0,0,0.0,0.9942765731194751,0.7638888888888888,650,64-10,0.6,64-10,0.6,1,1,52.53183889999855
no_crossover,99,99,0.0,,False,0,0,0,0.0,0,0,0.0,0.8137413840990136,0.7916666666666666,2485,64-33-10,0.5,64-33-10,0.5,119,157,54.59444839999924
svd_crossover_same_dim,0,0,0.3,,False,1715,1181,2484,0.6886297376093294,663,1204,0.3865889212827988,0.4740217732230529,0.8611111111111112,3695,64-39-23-10,0.85,64-39-23-10,0.85,88,299,62.55432799999835
svd_crossover_same_dim,1,1,0.3,,False,1749,1170,2012,0.6689536878216124,493,886,0.28187535734705543,0.524980279877142,0.8805555555555555,2485,64-33-10,0.8,64-33-10,0.8,242,260,57.46768929999962
svd_crossover_same_dim,2,2,0.3,,False,1726,993,1876,0.5753186558516802,577,1030,0.3342989571263036,0.7619194741357407,0.7916666666666666,2485,64-33-10,0.15,64-34-10,0.75,241,301,57.95239650000076
svd_crossover_same_dim,3,3,0.3,,False,1647,1016,2121,0.6168791742562234,838,1935,0.5088038858530661,0.8316044394021664,0.7194444444444444,2815,64-33-15-10,0.35,64-33-15-10,0.35,75,85,61.06164499999795
svd_crossover_same_dim,4,4,0.3,,False,1647,934,1760,0.5670916818457802,505,867,0.3066180935033394,0.8241408390229837,0.7944444444444444,3010,64-40-10,0.15,64-41-10,0.45,293,301,55.85833309999725
svd_crossover_same_dim,5,5,0.3,,False,1688,994,1856,0.5888625592417062,618,1096,0.36611374407582936,0.7543727992811822,0.8,1585,64-21-10,0.8,64-21-10,0.8,101,261,57.61922939999931
svd_crossover_same_dim,6,6,0.3,,False,1727,1055,1991,0.6108859293572669,661,1178,0.3827446438911407,0.7134604041197059,0.8027777777777778,2950,64-32-20-10,0.45,64-32-20-10,0.45,287,299,58.6196431999997
svd_crossover_same_dim,7,7,0.3,,False,1760,993,1958,0.5642045454545455,704,1263,0.4,0.8121819539654919,0.7722222222222223,1510,64-20-10,0.25,64-21-10,0.55,31,89,57.70305379999991
svd_crossover_same_dim,8,8,0.3,,False,1679,1121,1489,0.6676593210244193,364,573,0.2167957117331745,1.0448375522912035,0.6722222222222223,650,64-10,1.0,64-10,1.0,1,1,52.87434860000212
svd_crossover_same_dim,9,9,0.3,,False,1789,1067,1958,0.5964225824482952,655,1203,0.3661263275572946,0.5548241933943362,0.8666666666666667,2110,64-28-10,0.5,64-28-10,0.5,79,98,57.088884699998744
svd_crossover_same_dim,10,10,0.3,,False,1681,1060,1921,0.6305770374776919,597,1128,0.355145746579417,0.663874893264955,0.8472222222222222,2485,64-33-10,0.05,64-34-21-10,0.2,60,78,57.17270869999993
svd_crossover_same_dim,11,11,0.3,,False,1650,1068,1519,0.6472727272727272,409,672,0.24787878787878787,0.8431656786218971,0.7888888888888889,1360,64-18-10,0.2,64-19-10,0.5,281,299,52.930263899997954
svd_crossover_same_dim,12,12,0.3,,False,1687,1008,1938,0.5975103734439834,601,1024,0.35625370480142265,0.7349386270689404,0.7972222222222223,1960,64-26-10,0.95,64-26-10,0.95,138,271,58.07669639999949
svd_crossover_same_dim,13,13,0.3,,False,1696,946,1784,0.5577830188679245,617,1102,0.36379716981132076,0.7942693091825113,0.8,2560,64-34-10,0.15,64-34-23-10,0.55,44,74,57.04553060000035
svd_crossover_same_dim,14,14,0.3,,False,1717,1198,2239,0.6977285963890507,557,1118,0.32440302853814795,0.692898920683275,0.825,2001,64-22-17-10,0.2,64-21-17-10,0.35,278,292,58.19187049999891
svd_crossover_same_dim,15,15,0.3,,False,1704,1091,1880,0.6402582159624414,516,888,0.3028169014084507,0.823235405302365,0.7666666666666667,2710,64-36-10,0.9,64-36-10,0.9,5,82,56.60250799999994
svd_crossover_same_dim,16,16,0.3,,False,1697,1175,1950,0.6923983500294637,440,824,0.2592810842663524,0.6841646353799978,0.825,1585,64-21-10,0.05,64-23-10,0.65,108,301,54.902924599999096
svd_crossover_same_dim,17,17,0.3,,False,1673,1021,2012,0.6102809324566647,603,1117,0.36043036461446504,0.6335321942481194,0.8055555555555556,2560,64-34-10,0.8,64-34-10,0.8,21,68,59.007211399999505
svd_crossover_same_dim,18,18,0.3,,False,1722,1075,1843,0.624274099883856,567,946,0.32926829268292684,0.6845896824729382,0.8361111111111111,2185,64-29-10,0.5,64-29-10,0.5,277,292,56.165916999998444
svd_crossover_same_dim,19,19,0.3,,False,1698,1033,1655,0.6083627797408716,509,792,0.2997644287396938,1.0148734712370882,0.7,650,64-10,0.7,64-10,0.7,1,1,54.56737229999999
svd_crossover_same_dim,20,20,0.3,,False,1721,1040,1643,0.6042998256827425,559,944,0.32481115630447416,0.6414004509166579,0.8138888888888889,2860,64-38-10,0.1,64-39-10,0.65,15,93,55.11047030000191
svd_crossover_same_dim,21,21,0.3,,False,1786,1050,1665,0.5879059350503919,542,833,0.303471444568869,1.0439536471903625,0.7194444444444444,2335,64-31-10,0.2,64-32-10,0.3,138,301,54.04805050000141
svd_crossover_same_dim,22,22,0.3,,False,1693,1172,2006,0.6922622563496751,504,887,0.2976963969285292,0.5642919536423328,0.875,2335,64-31-10,0.7,64-31-10,0.7,250,273,56.86936930000229
svd_crossover_same_dim,23,23,0.3,,False,1704,1022,1838,0.5997652582159625,663,1158,0.3890845070422535,0.7247940752165797,0.8055555555555556,650,64-10,0.85,64-10,0.85,1,1,57.45044550000239
svd_crossover_same_dim,24,24,0.3,,False,1690,1101,1797,0.6514792899408284,501,850,0.2964497041420118,0.6428906862088113,0.8583333333333333,2710,64-36-10,0.15,64-36-24-10,0.45,42,105,54.84870210000008
svd_crossover_same_dim,25,25,0.3,,False,1730,1173,2219,0.6780346820809249,622,1234,0.35953757225433525,0.671184794073639,0.8305555555555556,2655,64-29-19-10,0.3,64-29-19-10,0.3,280,292,59.2236699999994
svd_crossover_same_dim,26,26,0.3,,False,1703,963,1822,0.5654726952436876,734,1300,0.43100411039342335,0.5742624392449547,0.875,2935,64-39-10,0.8,64-39-10,0.8,84,294,58.28857699999935
svd_crossover_same_dim,27,27,0.3,,False,1687,1074,1885,0.6366330764671013,702,1315,0.4161232957913456,0.7233024950969996,0.8083333333333333,2463,64-25-23-10,0.05,64-24-22-10,0.45,249,301,57.954024200000276
svd_crossover_same_dim,28,28,0.3,,False,1746,1135,2286,0.650057273768614,625,1154,0.3579610538373425,0.673005528076946,0.8138888888888889,2635,64-35-10,0.7,64-35-10,0.7,8,48,59.887569699996675
svd_crossover_same_dim,29,29,0.3,,False,1714,1040,1819,0.6067677946324388,678,1234,0.39556592765460913,0.7048080622760592,0.8083333333333333,1660,64-22-10,0.8,64-22-10,0.8,52,285,57.54610339999999
svd_crossover_same_dim,30,30,0.3,,False,1673,998,1863,0.5965331739390317,646,1173,0.38613269575612674,0.7219286118804714,0.7944444444444444,2410,64-32-10,0.15,64-33-10,0.7,204,301,58.15842100000009
svd_crossover_same_dim,31,31,0.3,,False,1653,1019,1994,0.616454930429522,641,1197,0.3877797943133696,0.5640700284054222,0.8638888888888889,2655,64-29-19-10,0.65,64-29-19-10,0.65,283,298,58.556443900000886
svd_crossover_same_dim,32,32,0.3,,False,1720,1122,1776,0.6523255813953488,511,906,0.29709302325581394,0.8945914184978954,0.7583333333333333,650,64-10,0.75,64-10,0.75,1,1,55.37281460000304
svd_crossover_same_dim,33,33,0.3,,False,1711,965,1872,0.5639976621858562,652,1149,0.3810637054354179,0.6936601529664997,0.8416666666666667,2110,64-28-10,0.6,64-28-10,0.6,287,291,57.420412999999826
svd_crossover_same_dim,34,34,0.3,,False,1758,1023,1983,0.5819112627986348,671,1223,0.38168373151308305,0.5747194366927157,0.8611111111111112,2410,64-32-10,0.65,64-32-10,0.65,40,300,58.97340600000098
svd_crossover_same_dim,35,35,0.3,,False,1676,1030,1944,0.6145584725536993,547,929,0.3263723150357995,0.6940969776846174,0.8222222222222222,2635,64-35-10,0.6,64-35-10,0.6,16,300,58.80337160000272
svd_crossover_same_dim,36,36,0.3,,False,1730,978,1846,0.5653179190751445,681,1185,0.3936416184971098,0.7743607231258535,0.75,2635,64-35-10,0.1,64-36-10,0.7,10,281,59.79727799999819
svd_crossover_same_dim,37,37,0.3,,False,1622,1085,2309,0.6689272503082614,636,1268,0.3921085080147966,0.6602868204556465,0.8027777777777778,1815,64-19-19-10,0.1,64-19-20-10,0.75,238,249,60.027047700001276
svd_crossover_same_dim,38,38,0.3,,False,1777,1111,2175,0.6252110298255487,714,1228,0.40180078784468204,0.5323879816040683,0.8722222222222222,2485,64-33-10,0.1,64-34-10,0.8,37,164,59.124321899998904
svd_crossover_same_dim,39,39,0.3,,False,1669,1020,1855,0.6111443978430198,623,1134,0.3732774116237268,0.7710020349605259,0.7805555555555556,2185,64-29-10,0.05,64-30-10,0.75,294,301,58.29457320000074
svd_crossover_same_dim,40,40,0.3,,False,1648,1077,1655,0.6535194174757282,493,794,0.2991504854368932,0.8348261762309133,0.7861111111111111,650,64-10,1.0,64-10,1.0,1,1,55.35955119999926
svd_crossover_same_dim,41,41,0.3,,False,1708,1051,1943,0.6153395784543325,635,1118,0.37177985948477754,0.6049144901933721,0.8138888888888889,2935,64-39-10,0.4,64-39-10,0.4,9,281,58.85087349999958
svd_crossover_same_dim,42,42,0.3,,False,1722,1158,2416,0.6724738675958188,755,1600,0.43844367015098723,0.5694665334325323,0.8527777777777777,1744,64-20-14-10,0.35,64-20-14-10,0.35,258,301,60.38146699999925
svd_crossover_same_dim,43,43,0.3,,False,1694,976,1715,0.5761511216056671,641,1151,0.37839433293978747,0.6841418694793151,0.8166666666666667,2710,64-36-10,0.45,64-36-10,0.45,10,271,58.683855200000835
svd_crossover_same_dim,44,44,0.3,,False,1772,1054,2087,0.5948081264108352,607,1103,0.3425507900677201,0.7949140736169362,0.7638888888888888,2560,64-34-10,0.85,64-34-10,0.85,267,272,58.9528281999992
