method,runs,mean_final_accuracy,std_final_accuracy,mean_final_loss,std_final_loss,mean_final_params,std_final_params,mean_first_final_topology_generation,std_first_final_topology_generation,mean_first_majority_topology_generation,std_first_majority_topology_generation,mean_final_topology_share,std_final_topology_share,mean_crossover_shape_match_rate,std_crossover_shape_match_rate,mean_crossover_shape_match_events,std_crossover_shape_match_events,mean_crossover_shape_match_layers,std_crossover_shape_match_layers,mean_crossover_shape_mismatch_rate,std_crossover_shape_mismatch_rate,mean_crossover_shape_mismatch_events,std_crossover_shape_mismatch_events,mean_crossover_shape_mismatch_layers,std_crossover_shape_mismatch_layers,most_common_final_topology,most_common_final_topology_count
no_crossover,100,0.8192500000000001,0.034053332784763427,0.7012796118257998,0.1056953457462974,2197.0,819.1916685971543,151.67,117.84453506397504,215.36,117.00932536435812,0.431,0.3090209368213413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64-10,10
svd_crossover_same_dim,100,0.8060277777777779,0.042991571152649656,0.7189449059352895,0.11959712375639454,2113.45,813.9268124718623,143.24,116.83426230556192,210.6,116.13837097239315,0.48649999999999993,0.32144363440735624,0.6243586967795552,0.03695464051269465,1063.95,65.44060071715587,1917.68,219.32278136172363,0.3504938588486126,0.04971955631100238,597.5,86.56491696111566,1088.61,222.71574014669667,64-10,13
